team	result	side	adjudicators
McGill A	eliminated	Opening Government	Miriam KalmanⒸ , Ashish Kumar , Daniel Maier-Gant , Helena Hecke ✨🥨 , Pranav Kagalkar
Princeton B	advancing	Opening Opposition	Miriam KalmanⒸ , Ashish Kumar , Daniel Maier-Gant , Helena Hecke ✨🥨 , Pranav Kagalkar
TCD Phil A	eliminated	Closing Government	Miriam KalmanⒸ , Ashish Kumar , Daniel Maier-Gant , Helena Hecke ✨🥨 , Pranav Kagalkar
Sydney A	advancing	Closing Opposition	Miriam KalmanⒸ , Ashish Kumar , Daniel Maier-Gant , Helena Hecke ✨🥨 , Pranav Kagalkar
Melbourne A	eliminated	Opening Government	Jack Stanley 🏑Ⓒ , Alexander Beaumont , Ruth Selorme Acolatse , Tin Puljić , Tota Takahashi
Sofia A	advancing	Opening Opposition	Jack Stanley 🏑Ⓒ , Alexander Beaumont , Ruth Selorme Acolatse , Tin Puljić , Tota Takahashi
UNWE A	eliminated	Closing Government	Jack Stanley 🏑Ⓒ , Alexander Beaumont , Ruth Selorme Acolatse , Tin Puljić , Tota Takahashi
Harvard A	advancing	Closing Opposition	Jack Stanley 🏑Ⓒ , Alexander Beaumont , Ruth Selorme Acolatse , Tin Puljić , Tota Takahashi
Oxford B	eliminated	Opening Government	Emery TaylorⒸ , Joel Law , Klaudia Maciejewska 👀 , Simon Luo , Udai Kamath
Oxford A	eliminated	Opening Opposition	Emery TaylorⒸ , Joel Law , Klaudia Maciejewska 👀 , Simon Luo , Udai Kamath
TAU A	advancing	Closing Government	Emery TaylorⒸ , Joel Law , Klaudia Maciejewska 👀 , Simon Luo , Udai Kamath
Sydney B	advancing	Closing Opposition	Emery TaylorⒸ , Joel Law , Klaudia Maciejewska 👀 , Simon Luo , Udai Kamath
LSE B	eliminated	Opening Government	Njuguna MachariaⒸ , Alexandra McCreadie , Lucie Slamova , Robert Barrie , Sebastián Dasso
LSE A	advancing	Opening Opposition	Njuguna MachariaⒸ , Alexandra McCreadie , Lucie Slamova , Robert Barrie , Sebastián Dasso
Stanford A	eliminated	Closing Government	Njuguna MachariaⒸ , Alexandra McCreadie , Lucie Slamova , Robert Barrie , Sebastián Dasso
Ateneo A	advancing	Closing Opposition	Njuguna MachariaⒸ , Alexandra McCreadie , Lucie Slamova , Robert Barrie , Sebastián Dasso
