team	result	side	adjudicators
Sofia A	advancing	Opening Government	Devesh KodnaniⒸ , Jack Stanley 🏑 , Miriam Kalman , Ruth Selorme Acolatse , William Price
EUDU A	eliminated	Opening Opposition	Devesh KodnaniⒸ , Jack Stanley 🏑 , Miriam Kalman , Ruth Selorme Acolatse , William Price
UNWE A	advancing	Closing Government	Devesh KodnaniⒸ , Jack Stanley 🏑 , Miriam Kalman , Ruth Selorme Acolatse , William Price
NUS B	eliminated	Closing Opposition	Devesh KodnaniⒸ , Jack Stanley 🏑 , Miriam Kalman , Ruth Selorme Acolatse , William Price
St Andrews A	eliminated	Opening Government	Tota TakahashiⒸ , Beatrice Cuizon , Chris Mentis Cravaris , Jaleelah Al-Ameenah Ammar , Njuguna Macharia
UNSW A	eliminated	Opening Opposition	Tota TakahashiⒸ , Beatrice Cuizon , Chris Mentis Cravaris , Jaleelah Al-Ameenah Ammar , Njuguna Macharia
Melbourne A	advancing	Closing Government	Tota TakahashiⒸ , Beatrice Cuizon , Chris Mentis Cravaris , Jaleelah Al-Ameenah Ammar , Njuguna Macharia
Harvard A	advancing	Closing Opposition	Tota TakahashiⒸ , Beatrice Cuizon , Chris Mentis Cravaris , Jaleelah Al-Ameenah Ammar , Njuguna Macharia
Yale A	eliminated	Opening Government	Lucie SlamovaⒸ , Diego Duarte , Lucy Murphy , Shireen Ali , Tin Puljić
Oxford A	advancing	Opening Opposition	Lucie SlamovaⒸ , Diego Duarte , Lucy Murphy , Shireen Ali , Tin Puljić
ANU A	eliminated	Closing Government	Lucie SlamovaⒸ , Diego Duarte , Lucy Murphy , Shireen Ali , Tin Puljić
TAU A	advancing	Closing Opposition	Lucie SlamovaⒸ , Diego Duarte , Lucy Murphy , Shireen Ali , Tin Puljić
Zagreb A	eliminated	Opening Government	Alexandra McCreadieⒸ , Anna Shreder , Ashish Kumar , Joel Law , Simon Luo
McGill C	eliminated	Opening Opposition	Alexandra McCreadieⒸ , Anna Shreder , Ashish Kumar , Joel Law , Simon Luo
McGill A	advancing	Closing Government	Alexandra McCreadieⒸ , Anna Shreder , Ashish Kumar , Joel Law , Simon Luo
TCD Phil A	advancing	Closing Opposition	Alexandra McCreadieⒸ , Anna Shreder , Ashish Kumar , Joel Law , Simon Luo
Princeton C	eliminated	Opening Government	Daniel Maier-GantⒸ , Claire Yu , Da&#x27;Von Boyd , Helena Hecke ✨🥨 , Klaudia Maciejewska 👀
LSE B	advancing	Opening Opposition	Daniel Maier-GantⒸ , Claire Yu , Da&#x27;Von Boyd , Helena Hecke ✨🥨 , Klaudia Maciejewska 👀
Ateneo A	advancing	Closing Government	Daniel Maier-GantⒸ , Claire Yu , Da&#x27;Von Boyd , Helena Hecke ✨🥨 , Klaudia Maciejewska 👀
TAU B	eliminated	Closing Opposition	Daniel Maier-GantⒸ , Claire Yu , Da&#x27;Von Boyd , Helena Hecke ✨🥨 , Klaudia Maciejewska 👀
Bucharest A	eliminated	Opening Government	Daniel SchonningⒸ , Erasmus Segbefia , Latisha , Sourodip Paul , Udai Kamath
Sydney C	eliminated	Opening Opposition	Daniel SchonningⒸ , Erasmus Segbefia , Latisha , Sourodip Paul , Udai Kamath
Oxford B	advancing	Closing Government	Daniel SchonningⒸ , Erasmus Segbefia , Latisha , Sourodip Paul , Udai Kamath
Sydney B	advancing	Closing Opposition	Daniel SchonningⒸ , Erasmus Segbefia , Latisha , Sourodip Paul , Udai Kamath
Hart House A	eliminated	Opening Government	Robert BarrieⒸ , Craig McDonald , Emery Taylor , Fernanda Crousillat Rayter , Pranav Kagalkar
Sydney D	eliminated	Opening Opposition	Robert BarrieⒸ , Craig McDonald , Emery Taylor , Fernanda Crousillat Rayter , Pranav Kagalkar
Princeton B	advancing	Closing Government	Robert BarrieⒸ , Craig McDonald , Emery Taylor , Fernanda Crousillat Rayter , Pranav Kagalkar
Sydney A	advancing	Closing Opposition	Robert BarrieⒸ , Craig McDonald , Emery Taylor , Fernanda Crousillat Rayter , Pranav Kagalkar
Tokyo A	eliminated	Opening Government	Daan SpacklerⒸ , Revan Lim TJ 🐼 , Ruth Silcoff , Samuel Scheuer , Sebastián Dasso
HWS A	eliminated	Opening Opposition	Daan SpacklerⒸ , Revan Lim TJ 🐼 , Ruth Silcoff , Samuel Scheuer , Sebastián Dasso
LSE A	advancing	Closing Government	Daan SpacklerⒸ , Revan Lim TJ 🐼 , Ruth Silcoff , Samuel Scheuer , Sebastián Dasso
Stanford A	advancing	Closing Opposition	Daan SpacklerⒸ , Revan Lim TJ 🐼 , Ruth Silcoff , Samuel Scheuer , Sebastián Dasso
