team	result	side	adjudicators
MDU RY	eliminated	Closing Government	Wajeeh MaazⒸ , Amaar Jeyasothy📈 , David Bloom , Naz Soysal , Samuel Johnson , Sonam Wangchuk , Thej Mallu
Dartmouth LW	eliminated	Opening Government	Wajeeh MaazⒸ , Amaar Jeyasothy📈 , David Bloom , Naz Soysal , Samuel Johnson , Sonam Wangchuk , Thej Mallu
HCDU MA	advancing	Opening Opposition	Wajeeh MaazⒸ , Amaar Jeyasothy📈 , David Bloom , Naz Soysal , Samuel Johnson , Sonam Wangchuk , Thej Mallu
PDP XI	eliminated	Closing Opposition	Wajeeh MaazⒸ , Amaar Jeyasothy📈 , David Bloom , Naz Soysal , Samuel Johnson , Sonam Wangchuk , Thej Mallu
