Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
1	PDP XI		1st	1st	3rd	1st	1st	13	817	4	0
2	Dartmouth LW		1st	1st	1st	2nd	2nd	13	816	3	2
3	MDU MS		1st	1st	2nd	2nd	1st	13	806	3	2
4	MDU RY		1st	2nd	1st	1st	3rd	12	809	3	1
5	Stanford HS		1st	2nd	2nd	2nd	1st	12	807	2	3
6	UChicago PH		1st	1st	1st	1st	4th	12	806	4	0
7	HCDU MA		1st	1st	2nd	3rd	1st	12	797	3	1
8	Hybrid SA		1st	2nd	1st	3rd	2nd	11	803	2	2
9	Stanford BL	Novice	2nd	2nd	1st	3rd	1st	11	791	2	2
10	Hybrid AG		1st	3rd	2nd	1st	2nd	11	790	2	2
11	Cornell OP		2nd	2nd	1st	1st	3rd	11	788	2	2
12	HCDU LK		2nd	1st	1st	4th	1st	11	784	3	1
13	HWS RT		2nd	1st	2nd	2nd	2nd	11	772	1	4
14	EDS AO		2nd	1st	3rd	2nd	2nd	10	799	1	3
15	DSB XK	Novice	1st	1st	4th	3rd	1st	10	787	3	0
16	PDP HB	Novice	3rd	1st	1st	4th	1st	10	785	3	0
17	MDU AL		1st	4th	2nd	1st	2nd	10	780	2	2
18	BDU HF		3rd	1st	2nd	3rd	1st	10	776	2	1
19	HCDU PC	Novice	2nd	3rd	1st	2nd	2nd	10	775	1	3
20	HCDU HH	Novice	1st	3rd	4th	1st	1st	10	769	3	0
21	HCDU GC	Novice	1st	1st	4th	1st	4th	9	798	3	0
22	HCDU GaSa		1st	4th	1st	2nd	3rd	9	797	2	1
23	PDP PK		2nd	3rd	1st	1st	4th	9	785	2	1
24	UPenn KG		2nd	1st	3rd	3rd	2nd	9	784	1	2
25=	UPenn NL		1st	3rd	2nd	4th	1st	9	775	2	1
25=	Rochester IN		1st	4th	2nd	1st	3rd	9	775	2	1
27	UWODS UL		1st	4th	1st	2nd	3rd	9	771	2	1
28	CUDS GG		1st	2nd	3rd	3rd	2nd	9	768	1	2
29	CDS SM		1st	4th	3rd	2nd	1st	9	767	2	1
30	CDS LH		3rd	2nd	1st	4th	1st	9	766	2	1
31	Hybrid SM	Novice	2nd	2nd	2nd	1st	4th	9	766	1	3
32	Haverford PW		3rd	1st	4th	2nd	1st	9	765	2	1
33	UChicago GM		2nd	2nd	3rd	1st	3rd	9	762	1	2
34	UPenn GK	Novice	4th	2nd	2nd	1st	2nd	9	759	1	3
35	UPenn BK	Novice	4th	1st	2nd	3rd	1st	9	758	2	1
36	Stanford HB	Novice	3rd	3rd	1st	1st	3rd	9	757	2	0
