team	result	side	adjudicators
Nattu Nattu x Hurricane	advancing	Opening Government	Meg KandarpaⒸ , Afzal Hussain , Guilherme Pereira Rodrigues , Ram Orfanel , Tousif Tanvir Alam
Honk Honk Shoo Shoo Mimiki	eliminated	Opening Opposition	Meg KandarpaⒸ , Afzal Hussain , Guilherme Pereira Rodrigues , Ram Orfanel , Tousif Tanvir Alam
UCL KD	eliminated	Closing Government	Meg KandarpaⒸ , Afzal Hussain , Guilherme Pereira Rodrigues , Ram Orfanel , Tousif Tanvir Alam
TAU E&amp;R	eliminated	Closing Opposition	Meg KandarpaⒸ , Afzal Hussain , Guilherme Pereira Rodrigues , Ram Orfanel , Tousif Tanvir Alam
