Rk	break	team	Pts	Spk	1sts	2nds
1	(different break)	Princeton LS	12	791.00	4	0
2	(different break)	USC LJ	9	774.00	2	1
3	(different break)	HWS RT	9	773.00	1	3
4	1	Hybrid JH	9	760.00	1	3
5	2	HWS MW	9	747.00	2	1
6	3	USC DK	8	766.00	1	2
7	4	SDEC PP	8	753.00	1	1
8	5	HWS HM	8	750.00	1	2
9	6	SDEC KW	8	746.00	2	0
10	7	UVM PS	8	739.00	2	0
11	8	Middleburry White Hall	8	738.00	2	1
