team	result	side	adjudicators
Kalavagunta and Lu	eliminated	Opening Government	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan
Stanford LS	eliminated	Opening Opposition	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan
Dartmouth A	advancing	Closing Government	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan
McGill RM	eliminated	Closing Opposition	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan
