Rk	break	team	Pts	Spk	1sts	2nds
1	(different break)	Columbia C	16	1424.00	3	2
2	1	Paradise City	16	1407.00	2	4
3	2	HWS B	15	1394.00	1	5
4	3	UCBerkeley XK	14	1425.00	3	1
5	4	McGill LT	13	1384.00	3	0
