team	result	side	adjudicators
LSE C	eliminated	Opening Government	Olja BošnjakⒸ , Daan Spackler , Eli Ferrell , Guyberli van Thuijl , Terkpertey Andrews Terku
Sunway did someone say im cute	eliminated	Opening Opposition	Olja BošnjakⒸ , Daan Spackler , Eli Ferrell , Guyberli van Thuijl , Terkpertey Andrews Terku
Integrated rebbutal	advancing	Closing Government	Olja BošnjakⒸ , Daan Spackler , Eli Ferrell , Guyberli van Thuijl , Terkpertey Andrews Terku
ATHENS A	eliminated	Closing Opposition	Olja BošnjakⒸ , Daan Spackler , Eli Ferrell , Guyberli van Thuijl , Terkpertey Andrews Terku
