team	result	side	adjudicators
HH Stressed and Depressed	eliminated	Opening Government	Jaleelah AmmarⒸ , Aidan O&#x27;Brien , David Chen🚀 , Ella Brown , Joey Karam
MDU beating beat Jacob Silcoff	advancing	Opening Opposition	Jaleelah AmmarⒸ , Aidan O&#x27;Brien , David Chen🚀 , Ella Brown , Joey Karam
UBC BiBo	eliminated	Closing Government	Jaleelah AmmarⒸ , Aidan O&#x27;Brien , David Chen🚀 , Ella Brown , Joey Karam
UAlberta Oil Money Debate Society	eliminated	Closing Opposition	Jaleelah AmmarⒸ , Aidan O&#x27;Brien , David Chen🚀 , Ella Brown , Joey Karam
