Rk	break	team	Pts	Spk	1sts	2nds
1	(different break)	HSE A	16	1400.00	2	4
2	(different break)	BINUS A	16	1397.00	4	1
3	(different break)	Belgrade Arts A	15	1426.00	3	3
4	(different break)	Belgrade B	15	1414.00	3	2
5	1	Telkom Telkom	15	1390.00	3	2
6	2	Rosario A	15	1384.00	2	4
7	3	Tokyo B	14	1382.00	3	1
8	4	AJCUI A	14	1375.00	1	4
9	5	BHU A	14	1369.00	2	4
10	6	Indonesia 1	14	1365.00	3	2
11	7	Belgrade C	13	1400.00	1	3
12	8	Belgrade D	13	1399.00	3	2
