team	result	side	adjudicators
Indonesia 1	eliminated	Closing Opposition	Kat ChengⒸ , Bea Legaspi , Fernanda Crousillat Rayter , Jessica Musulin , Klaudia Maciejewska , Njuguna Macharia , Sourodip Paul
Belgrade D	eliminated	Closing Government	Kat ChengⒸ , Bea Legaspi , Fernanda Crousillat Rayter , Jessica Musulin , Klaudia Maciejewska , Njuguna Macharia , Sourodip Paul
AJCUI A	eliminated	Opening Government	Kat ChengⒸ , Bea Legaspi , Fernanda Crousillat Rayter , Jessica Musulin , Klaudia Maciejewska , Njuguna Macharia , Sourodip Paul
Belgrade C	advancing	Opening Opposition	Kat ChengⒸ , Bea Legaspi , Fernanda Crousillat Rayter , Jessica Musulin , Klaudia Maciejewska , Njuguna Macharia , Sourodip Paul
