team	result	side	adjudicators
HHU Extralegal Mechanisms	advancing	Opening Government	Kojo Opoku AcheampongⒸ , Ayafa Tonye , Erasmus Mawuli Segbefia , Maison Pieterson , Nana Yaw Ofosu-Ababio , Ritabrata Mitra , Serg Mascot
DU Human Resources	eliminated	Opening Opposition	Kojo Opoku AcheampongⒸ , Ayafa Tonye , Erasmus Mawuli Segbefia , Maison Pieterson , Nana Yaw Ofosu-Ababio , Ritabrata Mitra , Serg Mascot
UWO Harvard A	eliminated	Closing Government	Kojo Opoku AcheampongⒸ , Ayafa Tonye , Erasmus Mawuli Segbefia , Maison Pieterson , Nana Yaw Ofosu-Ababio , Ritabrata Mitra , Serg Mascot
HHU 🙃😉🥺👍	eliminated	Closing Opposition	Kojo Opoku AcheampongⒸ , Ayafa Tonye , Erasmus Mawuli Segbefia , Maison Pieterson , Nana Yaw Ofosu-Ababio , Ritabrata Mitra , Serg Mascot
