Rk	break	team	Pts	Spk	1sts	2nds
1	1	Rutgers OA	9	776.00	1	2
2	2	Queen&#x27;s CG	9	772.00	2	1
3	3	UBC CJ	8	766.00	1	2
4	4	Clemson OM	8	752.00	2	0
5	5	Colgate DR	8	748.00	1	2
6	6	Middlebury SB	8	742.00	2	1
7	7	Princeton ZK	7	772.00	0	3
8	8	McMaster NZ	7	765.00	1	1
