team	result	side	adjudicators
Queen&#x27;s AW	advancing	Opening Government	Tanvir ShahriarⒸ , Arpi Yang , Enshia Li , Jessica Musulin , Kayla Powers , Meg Kandarpa , Tyler Li
Princeton XI	eliminated	Closing Government	Tanvir ShahriarⒸ , Arpi Yang , Enshia Li , Jessica Musulin , Kayla Powers , Meg Kandarpa , Tyler Li
McGill RS	eliminated	Opening Opposition	Tanvir ShahriarⒸ , Arpi Yang , Enshia Li , Jessica Musulin , Kayla Powers , Meg Kandarpa , Tyler Li
Dartmouth/Dino XW	eliminated	Closing Opposition	Tanvir ShahriarⒸ , Arpi Yang , Enshia Li , Jessica Musulin , Kayla Powers , Meg Kandarpa , Tyler Li
