team	result	side	adjudicators
Queen&#x27;s AW	advancing	Opening Government	Arpi YangⒸ , Gautier Boyrie , Josh Cohen , Simren Sharma , Vidit Desai🤠
Alberta KG	eliminated	Opening Opposition	Arpi YangⒸ , Gautier Boyrie , Josh Cohen , Simren Sharma , Vidit Desai🤠
McGill RS	advancing	Closing Government	Arpi YangⒸ , Gautier Boyrie , Josh Cohen , Simren Sharma , Vidit Desai🤠
McGill YM	eliminated	Closing Opposition	Arpi YangⒸ , Gautier Boyrie , Josh Cohen , Simren Sharma , Vidit Desai🤠
UBC PW	eliminated	Opening Government	Eli PallrandⒸ , Elgin Lin , Serena Yuan , Tyler Li , Wajeeh Maaz
TBA A	eliminated	Opening Opposition	Eli PallrandⒸ , Elgin Lin , Serena Yuan , Tyler Li , Wajeeh Maaz
Dartmouth/Dino XW	advancing	Closing Government	Eli PallrandⒸ , Elgin Lin , Serena Yuan , Tyler Li , Wajeeh Maaz
Princeton XI	advancing	Closing Opposition	Eli PallrandⒸ , Elgin Lin , Serena Yuan , Tyler Li , Wajeeh Maaz
