team	result	side	adjudicators
We are not sinless, but we are rea	advancing	Opening Government	Craig McDonaldⒸ , Anna Sawicka , Lukas Eigelis , Oisin Browne , Ron Leizrowice
Dung made you hear the case but he	eliminated	Opening Opposition	Craig McDonaldⒸ , Anna Sawicka , Lukas Eigelis , Oisin Browne , Ron Leizrowice
Danny and Dhruva	eliminated	Closing Government	Craig McDonaldⒸ , Anna Sawicka , Lukas Eigelis , Oisin Browne , Ron Leizrowice
Foucault sam ti mamu	eliminated	Closing Opposition	Craig McDonaldⒸ , Anna Sawicka , Lukas Eigelis , Oisin Browne , Ron Leizrowice
