Rk	break	team	Pts	Spk	1sts	2nds
1	(different break)	UPenn 1	25	1261.00	1	5
2	(different break)	UCLA 2	24	1266.00	3	3
3	1	Duke 2	22	1251.00	4	1
4	(withdrawn)	Bates 1	22	1240.00	3	3
5	2	UPenn 2	21	1251.00	3	1
6	3	UCLA 1	20	1245.00	3	0
7	4	UChicago 1	20	1244.00	2	2
8	5	Stanford 2	19	1211.00	2	0
9	6	Duke 3	19	1209.00	3	2
10	7	USAFA 2	19	1198.00	3	2
11	8	HWS 4	19	1197.00	3	2
