team	result	side	adjudicators
Bristol BT	eliminated	Opening Government	Lucie SlamovaⒸ , Lior Sokol , Martha McKinney-Perry , Sam Huang , Xiao-ke Lu
Bucharest A	eliminated	Opening Opposition	Lucie SlamovaⒸ , Lior Sokol , Martha McKinney-Perry , Sam Huang , Xiao-ke Lu
McGill A	advancing	Closing Government	Lucie SlamovaⒸ , Lior Sokol , Martha McKinney-Perry , Sam Huang , Xiao-ke Lu
Belgrade A	advancing	Closing Opposition	Lucie SlamovaⒸ , Lior Sokol , Martha McKinney-Perry , Sam Huang , Xiao-ke Lu
LSE A	advancing	Opening Government	Craig McDonaldⒸ , Andrew Chen , Hadar Goldberg , Jack Williams , Lucy Murphy
Stanford SZ	advancing	Opening Opposition	Craig McDonaldⒸ , Andrew Chen , Hadar Goldberg , Jack Williams , Lucy Murphy
LSE C	eliminated	Closing Government	Craig McDonaldⒸ , Andrew Chen , Hadar Goldberg , Jack Williams , Lucy Murphy
Queen&#x27;s A	eliminated	Closing Opposition	Craig McDonaldⒸ , Andrew Chen , Hadar Goldberg , Jack Williams , Lucy Murphy
