team	result	side	adjudicators
TCD Phil BM	eliminated	Closing Government	Isabella FreelandⒸ , Ananya Venkatesan , Dhruv Leekha , Ilija Ivanišević , Ricky Huang
Zagreb A	advancing	Opening Government	Isabella FreelandⒸ , Ananya Venkatesan , Dhruv Leekha , Ilija Ivanišević , Ricky Huang
Bucharest A	advancing	Closing Opposition	Isabella FreelandⒸ , Ananya Venkatesan , Dhruv Leekha , Ilija Ivanišević , Ricky Huang
UoL A	eliminated	Opening Opposition	Isabella FreelandⒸ , Ananya Venkatesan , Dhruv Leekha , Ilija Ivanišević , Ricky Huang
Cambridge MS	advancing	Opening Opposition	Lucy MurphyⒸ , Gareth Lim , Naomi Panovka , Olivia Whyte , Tom Kuson
LSE A	advancing	Opening Government	Lucy MurphyⒸ , Gareth Lim , Naomi Panovka , Olivia Whyte , Tom Kuson
LSE B	eliminated	Closing Opposition	Lucy MurphyⒸ , Gareth Lim , Naomi Panovka , Olivia Whyte , Tom Kuson
Harvard AM	eliminated	Closing Government	Lucy MurphyⒸ , Gareth Lim , Naomi Panovka , Olivia Whyte , Tom Kuson
