team	result	side	adjudicators
LSE B	eliminated	Opening Government	Jessica MusulinⒸ , Liam Oldrey , Lucía Arce Cubas , Mukhtar Tashkenbayev , Njuguna Macharia , Pranav Kagalkar , Zi Cheng Huang
HUJI B	advancing	Opening Opposition	Jessica MusulinⒸ , Liam Oldrey , Lucía Arce Cubas , Mukhtar Tashkenbayev , Njuguna Macharia , Pranav Kagalkar , Zi Cheng Huang
UCL A	eliminated	Closing Government	Jessica MusulinⒸ , Liam Oldrey , Lucía Arce Cubas , Mukhtar Tashkenbayev , Njuguna Macharia , Pranav Kagalkar , Zi Cheng Huang
TCD Hist A	advancing	Closing Opposition	Jessica MusulinⒸ , Liam Oldrey , Lucía Arce Cubas , Mukhtar Tashkenbayev , Njuguna Macharia , Pranav Kagalkar , Zi Cheng Huang
Edinburgh A	eliminated	Opening Government	Tin PuljićⒸ , Elaye Karstadt , Klaudia Maciejewska , Matt &#x27;Chief WAG&#x27; Hazell 🦁 , Shaun Lee , Simon Luo , Uphie Abdurrahman
TAU A	eliminated	Opening Opposition	Tin PuljićⒸ , Elaye Karstadt , Klaudia Maciejewska , Matt &#x27;Chief WAG&#x27; Hazell 🦁 , Shaun Lee , Simon Luo , Uphie Abdurrahman
LSE A	advancing	Closing Government	Tin PuljićⒸ , Elaye Karstadt , Klaudia Maciejewska , Matt &#x27;Chief WAG&#x27; Hazell 🦁 , Shaun Lee , Simon Luo , Uphie Abdurrahman
Oxford B	advancing	Closing Opposition	Tin PuljićⒸ , Elaye Karstadt , Klaudia Maciejewska , Matt &#x27;Chief WAG&#x27; Hazell 🦁 , Shaun Lee , Simon Luo , Uphie Abdurrahman
