team	result	side	adjudicators
LSE A	eliminated	Opening Government	Matt &#x27;Chief WAG&#x27; Hazell 🦁Ⓒ , Amrit Agastia , Ilija Ivanišević , Robert Barrie , Ron Leizrowice , Uphie Abdurrahman , Yarn Shih
HUJI B	eliminated	Opening Opposition	Matt &#x27;Chief WAG&#x27; Hazell 🦁Ⓒ , Amrit Agastia , Ilija Ivanišević , Robert Barrie , Ron Leizrowice , Uphie Abdurrahman , Yarn Shih
Oxford B	advancing	Closing Government	Matt &#x27;Chief WAG&#x27; Hazell 🦁Ⓒ , Amrit Agastia , Ilija Ivanišević , Robert Barrie , Ron Leizrowice , Uphie Abdurrahman , Yarn Shih
TCD Hist A	eliminated	Closing Opposition	Matt &#x27;Chief WAG&#x27; Hazell 🦁Ⓒ , Amrit Agastia , Ilija Ivanišević , Robert Barrie , Ron Leizrowice , Uphie Abdurrahman , Yarn Shih
