team	result	side	adjudicators
Matt and Tejas	advancing	Opening Government	Craig McDonaldⒸ , Alek Selveliev , Chinmaya Mohan , Davida Paul , Jane Mentzinger
LSE A	eliminated	Opening Opposition	Craig McDonaldⒸ , Alek Selveliev , Chinmaya Mohan , Davida Paul , Jane Mentzinger
Oxford I Met God and She Works at McKinse	eliminated	Closing Government	Craig McDonaldⒸ , Alek Selveliev , Chinmaya Mohan , Davida Paul , Jane Mentzinger
LSE Shaurya&#x27;s hair is unKempt	advancing	Closing Opposition	Craig McDonaldⒸ , Alek Selveliev , Chinmaya Mohan , Davida Paul , Jane Mentzinger
TCD Phil with a hint of Kwame Nkru	advancing	Opening Government	Shireen AliⒸ , Alexandra McCreadie , Ayal Mor , Diego Duarte , Diggory Waddle
Belgrade A	advancing	Opening Opposition	Shireen AliⒸ , Alexandra McCreadie , Ayal Mor , Diego Duarte , Diggory Waddle
St Andrews Musk building infrastructure in (A	eliminated	Closing Government	Shireen AliⒸ , Alexandra McCreadie , Ayal Mor , Diego Duarte , Diggory Waddle
listen faster	eliminated	Closing Opposition	Shireen AliⒸ , Alexandra McCreadie , Ayal Mor , Diego Duarte , Diggory Waddle
