team	result	side	adjudicators
Zagreb C	eliminated	Opening Opposition	Lucy MurphyⒸ , Arpi Yang , Lucy McManus , Paolo Taino , Theo Dorfner
Bucharest A	eliminated	Opening Government	Lucy MurphyⒸ , Arpi Yang , Lucy McManus , Paolo Taino , Theo Dorfner
Zagreb B	advancing	Closing Government	Lucy MurphyⒸ , Arpi Yang , Lucy McManus , Paolo Taino , Theo Dorfner
King in the castle, I have a chair	eliminated	Closing Opposition	Lucy MurphyⒸ , Arpi Yang , Lucy McManus , Paolo Taino , Theo Dorfner
