team	result	side	adjudicators
UBC TiBo	advancing	Opening Government	Tanush BahlⒸ , Aastha Jani , Ashley Ka , Jiayi Wang , Vivian Zhu
Berkeley EV	eliminated	Opening Opposition	Tanush BahlⒸ , Aastha Jani , Ashley Ka , Jiayi Wang , Vivian Zhu
BP in your area	eliminated	Closing Government	Tanush BahlⒸ , Aastha Jani , Ashley Ka , Jiayi Wang , Vivian Zhu
Hebrew Hammer	eliminated	Closing Opposition	Tanush BahlⒸ , Aastha Jani , Ashley Ka , Jiayi Wang , Vivian Zhu
