team	result	side	adjudicators
BUET A	advancing	Opening Government	Kiana Saint-MacaryⒸ , Boemo “I’m the only reasonable one here” Phirinyane , Cormac Moriarty , Emery Taylor , Jacklin Kwan , Pragyan Acharya , Sourodip Paul
ACG 1	eliminated	Opening Opposition	Kiana Saint-MacaryⒸ , Boemo “I’m the only reasonable one here” Phirinyane , Cormac Moriarty , Emery Taylor , Jacklin Kwan , Pragyan Acharya , Sourodip Paul
Rosario B	advancing	Closing Government	Kiana Saint-MacaryⒸ , Boemo “I’m the only reasonable one here” Phirinyane , Cormac Moriarty , Emery Taylor , Jacklin Kwan , Pragyan Acharya , Sourodip Paul
Indonesia 2	eliminated	Closing Opposition	Kiana Saint-MacaryⒸ , Boemo “I’m the only reasonable one here” Phirinyane , Cormac Moriarty , Emery Taylor , Jacklin Kwan , Pragyan Acharya , Sourodip Paul
Kyiv A	advancing	Opening Government	Juanita HincapiéⒸ , Akira Kato , Banun Sabri , Connor “I need to go the fuck to sleep” O’Brien , Ela Jurko , Harmen de Jong , Udai Kamath
KNU 1	eliminated	Opening Opposition	Juanita HincapiéⒸ , Akira Kato , Banun Sabri , Connor “I need to go the fuck to sleep” O’Brien , Ela Jurko , Harmen de Jong , Udai Kamath
St Petersburg 1	advancing	Closing Government	Juanita HincapiéⒸ , Akira Kato , Banun Sabri , Connor “I need to go the fuck to sleep” O’Brien , Ela Jurko , Harmen de Jong , Udai Kamath
TEC CEM 1	eliminated	Closing Opposition	Juanita HincapiéⒸ , Akira Kato , Banun Sabri , Connor “I need to go the fuck to sleep” O’Brien , Ela Jurko , Harmen de Jong , Udai Kamath
