Rk	break	team	Pts	Spk	1sts	2nds
1	(different break)	Sofia A	19	1446.00	4	3
2	(different break)	Zagreb B	16	1441.00	4	2
3	(different break)	Macau 1	16	1408.00	2	4
4	(different break)	Zagreb C	16	1407.00	3	3
5	1	Indonesia 2	16	1397.00	2	4
6	2	St Petersburg 1	16	1393.00	3	2
7	3	Kyiv A	16	1389.00	3	2
8	4	Rosario B	16	1381.00	2	3
9	5	ACG 1	15	1392.00	2	3
10	6	TEC CEM 1	15	1387.00	4	1
11	7	KNU 1	14	1411.00	3	2
12	8	BUET A	14	1398.00	1	4
