team	result	side	adjudicators
Imperial C	eliminated	Closing Opposition	Lucy MurphyⒸ , Ahmad Tousif Jami , Daniel Schonning , Emma Walker , Katie Kiely , Krish Singh , Theo Simion
LSE D	eliminated	Opening Government	Lucy MurphyⒸ , Ahmad Tousif Jami , Daniel Schonning , Emma Walker , Katie Kiely , Krish Singh , Theo Simion
Edinburgh A	advancing	Opening Opposition	Lucy MurphyⒸ , Ahmad Tousif Jami , Daniel Schonning , Emma Walker , Katie Kiely , Krish Singh , Theo Simion
Cambridge F	eliminated	Closing Government	Lucy MurphyⒸ , Ahmad Tousif Jami , Daniel Schonning , Emma Walker , Katie Kiely , Krish Singh , Theo Simion
